"","crop","country","ac1","cv","Ha","d","dip.p","pollination_syndrome","sp_latin"
"172","Peach","Argentina",-0.154825543559621,0.260348194317341,27778.5897435897,0.0391425881997258,0.953206857237533,"Insect","Prunus_persica"
"173","Peach","Chile",0.446788209315034,0.0601678763236682,16229.275862069,0.0283486875362907,0.991099770274925,"Insect","Prunus_persica"
"174","Persimmon","China, mainland",0.3060348829579,0.0868745256973373,343650.155172414,0.0255602488457825,0.994265080654582,"Insect","Diospyros_kaki"
"175","Persimmon","Japan",-0.218223126886629,0.0895267105735743,28717.2413793103,0.0399764317974418,0.7332290128842,"Insect","Diospyros_kaki"
"176","Persimmon","Republic of Korea",-0.194147852531607,0.15836319954887,16355.5172413793,0.0299599735054435,0.985282729831078,"Insect","Diospyros_kaki"
"177","Persimmon","Spain",0.0878786038521907,0.0234507739483085,5361.10344827586,0.0416904683711263,0.985124935463668,"Insect","Diospyros_kaki"
"178","Persimmon","Azerbaijan",0.0350838306169408,0.169179646363945,6321,0.0604838463889174,0.615028112320682,"Insect","Diospyros_kaki"
"179","Persimmon","Brazil",0.35437558882323,0.102054657248649,5205.48275862069,0.0253150599785515,0.994543408045843,"Insect","Diospyros_kaki"
"180","Persimmon","Italy",0.0858594919490555,0.0890849102893418,3216.55172413793,0.0236459892720484,0.996438062158074,"Insect","Diospyros_kaki"
"181","Persimmon","China, Taiwan Province of",0.446346649467398,0.137489260095965,1931.15517241379,0.0253783169348796,0.994471601589731,"Insect","Diospyros_kaki"
"182","Persimmon","Israel",0.226739490155263,0.137227909857029,1657.76744186047,0.0407974157109579,0.886176033348265,"Insect","Diospyros_kaki"
"183","Pistachio","Iran (Islamic Republic of)",-0.142582616943499,0.306470240664287,188261.431034483,0.0312012304992356,0.97302321004668,"Wind","Pistacia_vera"
"184","Pistachio","United States of America",-0.391836986362766,0.33698239276311,37267.3095238095,0.0694339849791138,0.109278963535792,"Wind","Pistacia_vera"
"185","Pistachio","Turkey",-0.359842035237684,0.428388736827546,31341.8275862069,0.0404679812814487,0.71371709718338,"Wind","Pistacia_vera"
"186","Pistachio","China, mainland",-0.0249519637561757,0.0470019859609839,18413.8235294118,0.0367484350382746,0.990507084049138,"Wind","Pistacia_vera"
"187","Pistachio","Syrian Arab Republic",0.268134048150696,0.327741526498583,23195.9655172414,0.0408308358059606,0.699264755231241,"Wind","Pistacia_vera"
"188","Pistachio","Greece",-0.00653079700932346,0.113699040191441,4597.32352941176,0.0503715315777228,0.751069663570674,"Wind","Pistacia_vera"
"189","Pistachio","Afghanistan",-0.409044877396654,0.0951722443705643,2910.75,0.0369218545483111,0.959569440188514,"Wind","Pistacia_vera"
"190","Pistachio","Italy",-0.356337015442652,0.366751204387178,3595.79411764706,0.0525404891129208,0.682732689509719,"Wind","Pistacia_vera"
"191","Pistachio","Spain",0.175906690367155,0.0397295977564788,4011.44827586207,0.0507142821948324,0.857772162854322,"Wind","Pistacia_vera"
"192","Plum","China, mainland",0.34496341371227,0.119645449098837,767669.655172414,0.0268736436329809,0.992774173873429,"Insect","Prunus_domestica"
