"","crop","country","ac1","cv","Ha","d","dip.p","pollination_syndrome","sp_latin"
"193","Plum","United States of America",-0.192340128465497,0.191079941984232,46098.7931034483,0.0353114504240666,0.895811313037586,"Insect","Prunus_domestica"
"194","Plum","Romania",-0.33639194053803,0.251520088977708,86164.5882352941,0.0423169472803613,0.943680748521716,"Insect","Prunus_domestica"
"195","Plum","Germany",-0.341749844996614,0.24549363186412,15439.7647058824,0.0435777407045021,0.921229369827125,"Insect","Prunus_domestica"
"196","Plum","France",-0.143250587656636,0.223164211494873,19426.1896551724,0.0412962635240376,0.679472415454762,"Insect","Prunus_domestica"
"197","Plum","Turkey",0.152381650656821,0.0760557563264746,16521.3793103448,0.0430404752877934,0.605299712520315,"Insect","Prunus_domestica"
"198","Plum","Italy",-0.0470635856859147,0.103103489283377,12389.9310344828,0.0286928344360465,0.990709110169099,"Insect","Prunus_domestica"
"199","Plum","Ukraine",-0.0709512615053453,0.121192328277855,30407.4074074074,0.0477440615467535,0.929295494165356,"Insect","Prunus_domestica"
"200","Plum","Russian Federation",0.0685780403163744,0.14324143266323,45931.8148148148,0.0377259235766897,0.992790953308587,"Insect","Prunus_domestica"
"201","Quince","Turkey",0.311487968504564,0.134814437175312,7420.89655172414,0.0305342175984357,0.981066321070029,"Insect","Cydonia_oblonga"
"202","Quince","China, mainland",0.232886440062679,0.08267585428828,13882.8823529412,0.0479289968656095,0.821371510466057,"Insect","Cydonia_oblonga"
"203","Quince","Uzbekistan",-0.268454711698544,0.0369733207054575,4601.92592592593,0.0586313112696025,0.671664467868538,"Insect","Cydonia_oblonga"
"204","Quince","Iran (Islamic Republic of)",0.138671647615831,0.0884324243570782,3774.75862068966,0.0314347313204123,0.96990108583689,"Insect","Cydonia_oblonga"
"205","Quince","Azerbaijan",-0.458066670729284,0.0924499001997769,2842.7037037037,0.0737708566175203,0.268767419086284,"Insect","Cydonia_oblonga"
"206","Quince","Argentina",-0.19220039420447,0.0371309648095077,3060.32352941176,0.0642823862160526,0.321181326911872,"Insect","Cydonia_oblonga"
"207","Quince","Bulgaria",-0.147316207516936,0.24803582897054,399.827586206897,0.0323481992016498,0.957687166534574,"Insect","Cydonia_oblonga"
"208","Quince","Morocco",0.143740945181322,0.175657972747702,3002.05882352941,0.0868125665895677,0.0359279489114844,"Insect","Cydonia_oblonga"
"209","Quince","Romania",0.332575921979047,0.08296460749855,1448.29411764706,0.05153589667311,0.715099355100644,"Insect","Cydonia_oblonga"
"210","Quince","Mexico",0.268217024160841,0.131345833139099,1236.01724137931,0.0345589999810342,0.913774678929574,"Insect","Cydonia_oblonga"
"211","Sheanut","Nigeria",0.364125041857062,0.0621194546111355,178287.275862069,0.0362044083754307,0.867129031758524,"Insect","Vitellaria_paradoxa"
"212","Sheanut","Mali",-0.0659834552658073,0.0218124645025861,43109.0344827586,0.0319710632266177,0.962729826993311,"Insect","Vitellaria_paradoxa"
"213","Sheanut","Burkina Faso",-0.206807300029468,0.0073184462786911,28472.224137931,0.0348125144853794,0.908160808444504,"Insect","Vitellaria_paradoxa"
"214","Sheanut","Ghana",0.442989325862865,0.0518672606642555,21684.1379310345,0.0440904790358109,0.561202870623443,"Insect","Vitellaria_paradoxa"
"215","Sheanut","Côte d'Ivoire",-0.227160638893339,0.033145632342038,10189.9137931034,0.0310917632778749,0.974486889104708,"Insect","Vitellaria_paradoxa"
"216","Sheanut","Benin",-0.219443100281471,0.0546278759016027,5081.68965517241,0.027719790715677,0.991813665703502,"Insect","Vitellaria_paradoxa"
"217","Sheanut","Togo",-0.0484679329115772,0.0178774010802941,2526.41379310345,0.0270610573970537,0.992561430184737,"Insect","Vitellaria_paradoxa"
"218","Tangerine","China, mainland",0.124202091520803,0.127120201698683,673351.879310345,0.0419495673956167,0.651690631729019,"Insect","Citrus_reticulata"
"219","Tangerine","Japan",-0.469916945331565,0.0966175923150066,93672.4137931034,0.0367390134927524,0.849957232879505,"Insect","Citrus_reticulata"
"220","Tangerine","Spain",-0.0557487555084372,0.11417115577584,71451.6379310345,0.0513943897566733,0.292446639669112,"Insect","Citrus_reticulata"
"221","Tangerine","Brazil",0.462186876193467,0.0476434941838806,43079.9827586207,0.0331464420775314,0.945054613556627,"Insect","Citrus_reticulata"
"222","Tangerine","United States of America",-0.0329627469374918,0.145941447999501,21454.6724137931,0.0377635491479212,0.817048606222351,"Insect","Citrus_reticulata"
"223","Tangerine","Italy",-0.0101294870917608,0.101451398267483,28463.7931034483,0.034295753865854,0.91960404794393,"Insect","Citrus_reticulata"
"224","Tangerine","Turkey",0.281999047667509,0.0841836700584728,21959.775862069,0.0329728417136218,0.948898851035927,"Insect","Citrus_reticulata"
"225","Tangerine","Thailand",0.448038233404025,0.0764845922999075,29073.3793103448,0.0286997243405678,0.990701289058895,"Insect","Citrus_reticulata"
"226","Tangerine","Argentina",-0.284500151515763,0.0905538076079716,34143.9230769231,0.0395609250593128,0.947492769753464,"Insect","Citrus_reticulata"
"227","Tangerine","Republic of Korea",-0.382257296152206,0.134559614250017,15794.6551724138,0.0299375270501547,0.985447543769766,"Insect","Citrus_reticulata"
"228","Walnut","China, mainland",-0.216545639433858,0.0512400858184638,224659.058823529,0.0477541077642863,0.825724435072147,"Wind","Juglans_nigra"
"229","Walnut","United States of America",-0.402412556300449,0.0880228053457473,79991.9310344828,0.0350541403543691,0.902810202025141,"Wind","Juglans_nigra"
"230","Walnut","Turkey",0.0744725945210089,0.0909643504355228,61812.9137931034,0.0430367445953564,0.605458360425127,"Wind","Juglans_nigra"
"231","Walnut","Iran (Islamic Republic of)",-0.340205614409591,0.233341807401148,42404.8448275862,0.0329720056842183,0.948917364220428,"Wind","Juglans_nigra"
"232","Walnut","Ukraine",-0.476516542759111,0.0736603534818745,14526.6666666667,0.0625181570832267,0.553313157827485,"Wind","Juglans_nigra"
"233","Walnut","Mexico",0.0404902299223686,0.233376703741455,23775.6896551724,0.0330041243159111,0.9482061235009,"Wind","Juglans_nigra"
"234","Walnut","Italy",-0.13303496202031,0.108395923587257,11720.2931034483,0.0281739212261619,0.991298157141865,"Wind","Juglans_nigra"
"235","Walnut","Romania",-0.0586536749974717,0.236605510658545,2102.05882352941,0.049514480477341,0.777546232283907,"Wind","Juglans_nigra"
"236","Walnut","France",-0.109795072811563,0.124199611196931,16102.3823529412,0.0393360559967541,0.977852893075076,"Wind","Juglans_nigra"
